epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
4,,3549,,0.0015618383185938,,,,,
4,,3599,,0.0015111189568415284,,,,,
4,,3649,,0.0013820425374433398,,,,,
4,,3699,,0.0014191271038725972,,,,,
4,,3749,,0.0014762314967811108,,,,,
4,,3799,,0.0015459191054105759,,,,,
4,,3849,,0.0014568570768460631,,,,,
4,,3899,,0.0014276760630309582,,,,,
4,,3949,,0.0014099475229158998,,,,,
4,,3999,,0.001542300800792873,,,,,
4,,4049,,0.0014538457617163658,,,,,
4,,4099,,0.001541746431030333,,,,,
4,,4149,,0.0015666211256757379,,,,,
4,,4199,,0.0015989033272489905,,,,,
4,,4249,,0.001482322346419096,,,,,
4,,4299,,0.0016967892879620194,,,,,
4,,4349,,0.0016452738782390952,,,,,
4,,4389,,,0.0016451356932520866,8.774049758911133,0.00234715617261827,1.7459853887557983,0.0010859514586627483
4,,4389,0.0015263607492670417,,,,,,
,0.001,4390,,,,,,,
5,,4399,,0.0014914480270817876,,,,,
5,,4449,,0.0014873449690639973,,,,,
5,,4499,,0.0014891293831169605,,,,,
5,,4549,,0.001549131702631712,,,,,
5,,4599,,0.0015497737331315875,,,,,
5,,4649,,0.001580930664204061,,,,,
5,,4699,,0.0015744245611131191,,,,,
5,,4749,,0.0015761606628075242,,,,,
5,,4799,,0.0015939031727612019,,,,,
5,,4849,,0.0014868457801640034,,,,,
5,,4899,,0.0014847507700324059,,,,,
5,,4949,,0.0015169723192229867,,,,,
5,,4999,,0.0015502687310799956,,,,,
5,,5049,,0.001485320390202105,,,,,
5,,5099,,0.0014084954746067524,,,,,
5,,5149,,0.0014065828872844577,,,,,
5,,5199,,0.001683077891357243,,,,,
5,,5249,,0.001489973976276815,,,,,
5,,5267,,,0.0016452393028885126,9.56501579284668,0.0023476751521229744,1.735622525215149,0.0010935377795249224
5,,5267,0.0015244780806824565,,,,,,
,0.001,5268,,,,,,,
6,,5299,,0.0015151452971622348,,,,,
6,,5349,,0.0015511218225583434,,,,,
6,,5399,,0.0013945851242169738,,,,,
6,,5449,,0.0016071313293650746,,,,,
6,,5499,,0.0016271040076389909,,,,,
6,,5549,,0.0015318556688725948,,,,,
6,,5599,,0.0014809014974161983,,,,,
6,,5649,,0.0016200370155274868,,,,,
6,,5699,,0.0014206174528226256,,,,,
6,,5749,,0.0014487169682979584,,,,,
6,,5799,,0.0016124136745929718,,,,,
6,,5849,,0.0014775176532566547,,,,,
6,,5899,,0.0016268064500764012,,,,,
6,,5949,,0.0015097028808668256,,,,,
6,,5999,,0.0015539097366854548,,,,,
6,,6049,,0.0015426968457177281,,,,,
6,,6099,,0.001566610299050808,,,,,
6,,6145,,,0.0016471848357468843,9.9784574508667,0.002349355723708868,1.7188409566879272,0.00109113531652838
6,,6145,0.001522464444860816,,,,,,
,0.001,6146,,,,,,,
7,,6149,,0.0014558304101228714,,,,,
7,,6199,,0.0014768312685191631,,,,,
7,,6249,,0.0013761484296992421,,,,,
7,,6299,,0.001471303985454142,,,,,
7,,6349,,0.0014628492062911391,,,,,
7,,6399,,0.0015300294617190957,,,,,
7,,6449,,0.0015602093189954758,,,,,
7,,6499,,0.0015953300753608346,,,,,
7,,6549,,0.0014036059146746993,,,,,
7,,6599,,0.001601998694241047,,,,,
7,,6649,,0.0014035101048648357,,,,,
7,,6699,,0.0014372840523719788,,,,,
7,,6749,,0.0015274815959855914,,,,,
7,,6799,,0.001432012184523046,,,,,
7,,6849,,0.0015571432886645198,,,,,
7,,6899,,0.0016418760642409325,,,,,
7,,6949,,0.0014650458469986916,,,,,
7,,6999,,0.0015153588028624654,,,,,
7,,7023,,,0.0016457400051876903,8.970819473266602,0.0023479918017983437,1.7290955781936646,0.0010857416782528162
7,,7023,0.0015207882970571518,,,,,,
