epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.001,0,,,,,,,
0,,49,,0.0015791235491633415,,,,,
0,,99,,0.0015611541457474232,,,,,
0,,149,,0.0015758844092488289,,,,,
0,,199,,0.0015390608459711075,,,,,
0,,249,,0.0015700823860242963,,,,,
0,,299,,0.001694213948212564,,,,,
0,,349,,0.0015386970480903983,,,,,
0,,399,,0.0015842538559809327,,,,,
0,,449,,0.001387348398566246,,,,,
0,,499,,0.0015904071042314172,,,,,
0,,549,,0.001552349771372974,,,,,
0,,599,,0.0016824478516355157,,,,,
0,,649,,0.0014119321713224053,,,,,
0,,699,,0.001549608539789915,,,,,
0,,749,,0.0015580067411065102,,,,,
0,,799,,0.0015525547787547112,,,,,
0,,849,,0.0014188544591888785,,,,,
0,,877,,,0.0016468659741804004,10.237833976745605,0.0023488111328333616,1.7315115928649902,0.0011025900021195412
0,,877,0.001560540054924786,,,,,,
,0.001,878,,,,,,,
1,,899,,0.0016672126948833466,,,,,
1,,949,,0.002005118876695633,,,,,
1,,999,,0.001562615274451673,,,,,
1,,1049,,0.0015888732159510255,,,,,
1,,1099,,0.0015589300310239196,,,,,
1,,1149,,0.0015356942312791944,,,,,
1,,1199,,0.0015057288110256195,,,,,
1,,1249,,0.0015597041929140687,,,,,
1,,1299,,0.0016393080586567521,,,,,
1,,1349,,0.001529347151517868,,,,,
1,,1399,,0.001357120112515986,,,,,
1,,1449,,0.0015182484639808536,,,,,
1,,1499,,0.0015365296276286244,,,,,
1,,1549,,0.001465856097638607,,,,,
1,,1599,,0.0015628343680873513,,,,,
1,,1649,,0.0016020716866478324,,,,,
1,,1699,,0.001442010048776865,,,,,
1,,1749,,0.001687609707005322,,,,,
1,,1755,,,0.0016436469741165638,7.5070085525512695,0.0023448916617780924,1.7591713666915894,0.001086158212274313
1,,1755,0.0015367195010185242,,,,,,
,0.001,1756,,,,,,,
2,,1799,,0.0014246338978409767,,,,,
2,,1849,,0.0015571838011965156,,,,,
2,,1899,,0.001694670063443482,,,,,
2,,1949,,0.0015385471051558852,,,,,
2,,1999,,0.0016881860792636871,,,,,
2,,2049,,0.0013985418481752276,,,,,
2,,2099,,0.001646334188990295,,,,,
2,,2149,,0.0015658946940675378,,,,,
2,,2199,,0.0014215930132195354,,,,,
2,,2249,,0.0015405850717797875,,,,,
2,,2299,,0.0015361133264377713,,,,,
2,,2349,,0.0013986531412228942,,,,,
2,,2399,,0.0015433266526088119,,,,,
2,,2449,,0.001489390037022531,,,,,
2,,2499,,0.0015763654373586178,,,,,
2,,2549,,0.0015811313642188907,,,,,
2,,2599,,0.0015557765727862716,,,,,
2,,2633,,,0.0016431924887001514,7.755384922027588,0.002344572450965643,1.7629612684249878,0.0010862849885597825
2,,2633,0.001531968591734767,,,,,,
,0.001,2634,,,,,,,
3,,2649,,0.0015239361673593521,,,,,
3,,2699,,0.001416665967553854,,,,,
3,,2749,,0.0015834603691473603,,,,,
3,,2799,,0.0016659456305205822,,,,,
3,,2849,,0.0014420608058571815,,,,,
3,,2899,,0.0016240108525380492,,,,,
3,,2949,,0.00150308629963547,,,,,
3,,2999,,0.0016288585029542446,,,,,
3,,3049,,0.0014137286925688386,,,,,
3,,3099,,0.0014779698103666306,,,,,
3,,3149,,0.0015431968495249748,,,,,
3,,3199,,0.0015688360435888171,,,,,
3,,3249,,0.0014379658969119191,,,,,
3,,3299,,0.0016257973620668054,,,,,
3,,3349,,0.00174160476308316,,,,,
3,,3399,,0.0015615765005350113,,,,,
3,,3449,,0.0014583016745746136,,,,,
3,,3499,,0.0016128401039168239,,,,,
3,,3511,,,0.0016421455657109618,7.857876300811768,0.0023439517244696617,1.7635339498519897,0.0010813702829182148
3,,3511,0.0015295521588996053,,,,,,
,0.001,3512,,,,,,,
4,,3549,,0.0015944860642775893,,,,,
4,,3599,,0.0015357164666056633,,,,,
4,,3649,,0.001542293350212276,,,,,
4,,3699,,0.0015136246802285314,,,,,
4,,3749,,0.0015776025829836726,,,,,
4,,3799,,0.0015381906414404511,,,,,
4,,3849,,0.0017224295297637582,,,,,
4,,3899,,0.0016915532760322094,,,,,
4,,3949,,0.0016573774628341198,,,,,
4,,3999,,0.0016382279573008418,,,,,
4,,4049,,0.0016505444655194879,,,,,
4,,4099,,0.0014863823307678103,,,,,
4,,4149,,0.0014868605649098754,,,,,
4,,4199,,0.00161556841339916,,,,,
4,,4249,,0.0015052150702103972,,,,,
4,,4299,,0.0014705107314512134,,,,,
4,,4349,,0.001507384586147964,,,,,
4,,4389,,,0.001642725896090269,8.094391822814941,0.002344173612073064,1.7720565795898438,0.0010845348006114364
4,,4389,0.0015276893973350525,,,,,,
,0.001,4390,,,,,,,
5,,4399,,0.0015636900207027793,,,,,
5,,4449,,0.0014830701984465122,,,,,
5,,4499,,0.001464014290831983,,,,,
5,,4549,,0.0014313856372609735,,,,,
5,,4599,,0.0016535804606974125,,,,,
5,,4649,,0.0015205760719254613,,,,,
5,,4699,,0.001525276224128902,,,,,
5,,4749,,0.001521422527730465,,,,,
5,,4799,,0.0014659822918474674,,,,,
5,,4849,,0.001600528252311051,,,,,
5,,4899,,0.0015118243172764778,,,,,
5,,4949,,0.001463228720240295,,,,,
5,,4999,,0.0015570089453831315,,,,,
5,,5049,,0.0014577056281268597,,,,,
5,,5099,,0.0014947992749512196,,,,,
5,,5149,,0.0014888988807797432,,,,,
5,,5199,,0.0015325709246098995,,,,,
5,,5249,,0.0015486277407035232,,,,,
5,,5267,,,0.0016422886401414871,7.7299323081970215,0.0023442921228706837,1.7676702737808228,0.0010816128924489021
5,,5267,0.0015257633058354259,,,,,,
,0.001,5268,,,,,,,
6,,5299,,0.0014429431175813079,,,,,
6,,5349,,0.001589057152159512,,,,,
6,,5399,,0.001535828341729939,,,,,
6,,5449,,0.0014853592729195952,,,,,
6,,5499,,0.0015489254146814346,,,,,
6,,5549,,0.0015778924571350217,,,,,
6,,5599,,0.0015035211108624935,,,,,
6,,5649,,0.0014856815105304122,,,,,
6,,5699,,0.0016052405117079616,,,,,
6,,5749,,0.0015284890541806817,,,,,
6,,5799,,0.001572671695612371,,,,,
6,,5849,,0.0013877124292775989,,,,,
6,,5899,,0.001408045762218535,,,,,
6,,5949,,0.001427117851562798,,,,,
6,,5999,,0.0015165992081165314,,,,,
6,,6049,,0.00158639473374933,,,,,
6,,6099,,0.001585212885402143,,,,,
6,,6145,,,0.0016435123980045319,10.105753898620605,0.002345622517168522,1.7385406494140625,0.001081859809346497
6,,6145,0.0015238728374242783,,,,,,
