epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.001,0,,,,,,,
0,,49,,0.0014681251486763358,,,,,
0,,99,,0.0016692968783900142,,,,,
0,,149,,0.001583172008395195,,,,,
0,,199,,0.0014678179286420345,,,,,
0,,249,,0.0015986250946298242,,,,,
0,,299,,0.0015635112067684531,,,,,
0,,349,,0.0014530488988384604,,,,,
0,,399,,0.0015263785608112812,,,,,
0,,449,,0.001484291278757155,,,,,
0,,499,,0.001441271509975195,,,,,
0,,549,,0.0015810895711183548,,,,,
0,,599,,0.0015186920063570142,,,,,
0,,649,,0.0015729758888483047,,,,,
0,,699,,0.001393808051943779,,,,,
0,,749,,0.0014607096090912819,,,,,
0,,799,,0.001440355903469026,,,,,
0,,849,,0.0013373851543292403,,,,,
0,,877,,,0.0016518672928214073,13.292597770690918,0.002354345517233014,1.6875821352005005,0.0011342257494106889
0,,877,0.0015600876649841666,,,,,,
,0.001,878,,,,,,,
1,,899,,0.0015669529093429446,,,,,
1,,949,,0.0015669865533709526,,,,,
1,,999,,0.0015105250058695674,,,,,
1,,1049,,0.001626138691790402,,,,,
1,,1099,,0.0015471908263862133,,,,,
1,,1149,,0.0015089550288394094,,,,,
1,,1199,,0.0016124568646773696,,,,,
1,,1249,,0.0015532310353592038,,,,,
1,,1299,,0.0015107733197510242,,,,,
1,,1349,,0.0015804789727553725,,,,,
1,,1399,,0.0014669358497485518,,,,,
1,,1449,,0.0014108936302363873,,,,,
1,,1499,,0.00140391883905977,,,,,
1,,1549,,0.0015791318146511912,,,,,
1,,1599,,0.0015625986270606518,,,,,
1,,1649,,0.0015319706872105598,,,,,
1,,1699,,0.0014725496293976903,,,,,
1,,1749,,0.0014600888825953007,,,,,
1,,1755,,,0.0016473954310640693,8.684629440307617,0.0023494060151278973,1.7325681447982788,0.0011156110558658838
1,,1755,0.0015364313730970025,,,,,,
,0.001,1756,,,,,,,
2,,1799,,0.0014914931962266564,,,,,
2,,1849,,0.0015170645201578736,,,,,
2,,1899,,0.0013926861574873328,,,,,
2,,1949,,0.0015810249606147408,,,,,
2,,1999,,0.0015548504889011383,,,,,
2,,2049,,0.0015969526721164584,,,,,
2,,2099,,0.001557165407575667,,,,,
2,,2149,,0.0015890764771029353,,,,,
2,,2199,,0.0015372434863820672,,,,,
2,,2249,,0.0014966164017096162,,,,,
2,,2299,,0.0015891982475295663,,,,,
2,,2349,,0.0017918195808306336,,,,,
2,,2399,,0.0015126265352591872,,,,,
2,,2449,,0.001646798918955028,,,,,
2,,2499,,0.0015918550780043006,,,,,
2,,2549,,0.001435838988982141,,,,,
2,,2599,,0.0014648493379354477,,,,,
2,,2633,,,0.0016466856468468904,9.33767318725586,0.0023493270855396986,1.7306272983551025,0.0011290623806416988
2,,2633,0.0015315592754632235,,,,,,
,0.001,2634,,,,,,,
3,,2649,,0.0014030463062226772,,,,,
3,,2699,,0.0014200039440765977,,,,,
3,,2749,,0.0015137288719415665,,,,,
3,,2799,,0.0017081439727917314,,,,,
3,,2849,,0.0016560283256694674,,,,,
3,,2899,,0.0014470071764662862,,,,,
3,,2949,,0.0014495932264253497,,,,,
3,,2999,,0.001544139813631773,,,,,
3,,3049,,0.0014833841705694795,,,,,
3,,3099,,0.0016362726455554366,,,,,
3,,3149,,0.0015454863896593451,,,,,
3,,3199,,0.001493960153311491,,,,,
3,,3249,,0.0016046412056311965,,,,,
3,,3299,,0.0016218776581808925,,,,,
3,,3349,,0.0015418743714690208,,,,,
3,,3399,,0.0015284382971003652,,,,,
3,,3449,,0.0013992624590173364,,,,,
3,,3499,,0.0014400092186406255,,,,,
3,,3511,,,0.0016452542040497065,9.448288917541504,0.0023473785258829594,1.7365615367889404,0.0010990395676344633
3,,3511,0.0015287998830899596,,,,,,
,0.001,3512,,,,,,,
4,,3549,,0.001436062972061336,,,,,
4,,3599,,0.001458507846109569,,,,,
4,,3649,,0.001449672388844192,,,,,
4,,3699,,0.0013872483978047967,,,,,
4,,3749,,0.0015229503624141216,,,,,
4,,3799,,0.0016119549982249737,,,,,
4,,3849,,0.001508086803369224,,,,,
4,,3899,,0.001660632318817079,,,,,
4,,3949,,0.0015210973797366023,,,,,
4,,3999,,0.0013198399683460593,,,,,
4,,4049,,0.0017211707308888435,,,,,
4,,4099,,0.0014867288991808891,,,,,
4,,4149,,0.0015636966563761234,,,,,
4,,4199,,0.001494315336458385,,,,,
4,,4249,,0.0015200236812233925,,,,,
4,,4299,,0.0015559605089947581,,,,,
4,,4349,,0.0016390528762713075,,,,,
4,,4389,,,0.0016454069409519434,9.402458190917969,0.0023470718879252672,1.7294902801513672,0.0010898984037339687
4,,4389,0.0015264662215486169,,,,,,
,0.001,4390,,,,,,,
5,,4399,,0.0014949253527447581,,,,,
5,,4449,,0.0015337825752794743,,,,,
5,,4499,,0.001572675653733313,,,,,
5,,4549,,0.0015334972413256764,,,,,
5,,4599,,0.001563921570777893,,,,,
5,,4649,,0.00164846854750067,,,,,
5,,4699,,0.0014881215756759048,,,,,
5,,4749,,0.0013537942431867123,,,,,
5,,4799,,0.0017156698741018772,,,,,
5,,4849,,0.001518939039669931,,,,,
5,,4899,,0.001483890344388783,,,,,
5,,4949,,0.0014687352813780308,,,,,
5,,4999,,0.001607809099368751,,,,,
5,,5049,,0.0015559709863737226,,,,,
5,,5099,,0.001344609190709889,,,,,
5,,5149,,0.001572526409290731,,,,,
5,,5199,,0.0015788982855156064,,,,,
5,,5249,,0.0014976924285292625,,,,,
5,,5267,,,0.001644369214773178,9.350984573364258,0.0023461238015443087,1.7442082166671753,0.0010940984357148409
5,,5267,0.0015243740053847432,,,,,,
,0.001,5268,,,,,,,
6,,5299,,0.001652153325267136,,,,,
6,,5349,,0.0016133672324940562,,,,,
6,,5399,,0.001505293999798596,,,,,
6,,5449,,0.0015259128995239735,,,,,
6,,5499,,0.0014432737370952964,,,,,
6,,5549,,0.0016195643693208694,,,,,
6,,5599,,0.0014339493354782462,,,,,
6,,5649,,0.0015390049666166306,,,,,
6,,5699,,0.001415724284015596,,,,,
6,,5749,,0.0015221647918224335,,,,,
6,,5799,,0.0016629421152174473,,,,,
6,,5849,,0.001551716006360948,,,,,
6,,5899,,0.0013976733898743987,,,,,
6,,5949,,0.0014978087274357677,,,,,
6,,5999,,0.0015894756652414799,,,,,
6,,6049,,0.0016356538981199265,,,,,
6,,6099,,0.0016098750056698918,,,,,
6,,6145,,,0.0016441411571577191,9.524449348449707,0.002345811342820525,1.749559760093689,0.0010811921674758196
6,,6145,0.0015224473318085074,,,,,,
,0.001,6146,,,,,,,
7,,6149,,0.0014130482450127602,,,,,
7,,6199,,0.001453231438063085,,,,,
7,,6249,,0.0015080448938533664,,,,,
