modelo,total_observaciones,total_anomalias,anomaly_rate,score_media,score_std,score_p95,score_p99,score_max,overlap_zscore_pct
Z-Score,42165,198,0.004695837780149413,0.42774842205311925,0.49586410800493996,1.289236676759045,2.3333332468668826,12.243461473779714,100.0
LOF,42165,38441,0.9116803035693111,3.57347066478843,2.714067066389789,9.142590741229236,13.579271173303521,27.699309468995818,0.515075050076741
Isolation Forest,42165,1789,0.0424285544883197,0.5822028211846064,0.030244067017881005,0.6395918846047375,0.6643550710197095,0.7742728797601036,11.011738401341532
Normalizing Flow,42165,421,0.009984584370923751,24.17978749129889,10.608061286108613,42.82144393920898,60.26524261474612,172.890869140625,8.31353919239905
DeepAR,42058,421,0.010009986209520186,0.0021867086423176126,0.0024292792940731334,0.006758570233547364,0.011719344984647228,0.03790385229142624,38.00475059382423
